CustomerID,Name,City,Country,Postal Code,Country Code
05-230-9436,Gualterio Backshall,Telêmaco Borba,Brazil,3810-1014,BR
78-456-9963,Chauncey Barrott,Langpas,Philippines,693023,PH
34-306-8680,Lana Boyne,Jinshi,China,649-6580,CN
59-084-7992,Mickie Alred,Inashiki,Japan,33873,JP
26-229-0678,Kellyann Sambells,Brongkalan,Indonesia,649-6580,ID
98-945-3693,Alexia Candelin,Vihti,Finland,353969,FI
63-572-7482,Bianka McLanaghan,Sangkulirang,Indonesia,605 01,ID
50-245-9029,Pansie Alldis,Złotniki,Poland,-121364080.7,PL
02-565-4368,Olly Dobbinson,Lukovë,Albania,-121524128.7,AL
17-062-2228,Hale Danilchik,Kaducondong,Indonesia,-121684176.7,ID
28-599-7053,Sandy Rubinowicz,Guilin,China,993-0286,CN
59-164-4769,Lucais Sewards,Meishan,China,228167922,CN
90-805-1347,Joye MacHostie,Novoye Leushino,Russia,228614886,RU
67-121-1555,Celinda Mamwell,Lela,Indonesia,987-0607,ID
01-010-4453,Norby Foord,Koryčany,Czech Republic,606 01,CZ
37-935-3233,Malinde Blunn,Dusun Tengah Cihaurbeuti,Indonesia,279250145,ID
93-638-4651,Harry Beak,Zhoukou,China,279797510,CN
32-058-7312,Rafferty Guyonneau,Santa Magdalena,Philippines,3810-1015,PH
26-401-4662,Marice Leavens,Zhongxin,China,693024,CN
99-288-3999,Melinda O'Brogan,Tibro,Sweden,649-6581,SE
18-878-4452,Brook Begent,Ikšķile,Latvia,33874,LV
06-566-4150,Ario Meekin,Longju,China,649-6581,CN
44-371-9315,Schuyler Walewski,Inglewood,United States,353970,US
16-794-2589,Ariadne Copeland,Phoenix,United States,606 01,US
75-496-8007,Tamma Clink,Charlotte,United States,-121844224.7,US
80-565-2790,Jaynell Alty,Delta del Tigre,Uruguay,-122004272.7,UY
66-302-7863,Laurianne Diehn,Ikongo,Madagascar,-122164320.7,MG
23-068-9989,Padraic Zanutti,Svojat,Bosnia and Herzegovina,993-0287,BA
67-529-6495,Codee Pindar,Drosiá,Greece,229061850,GR
94-518-3950,Gabey Macewan,Tagnanan,Philippines,229508814,PH
51-263-4679,Dinny Fonzone,Mojogajeh,Indonesia,987-0608,ID
58-684-1818,Adamo Rumens,BodÄ­,Mongolia,607 01,MN
30-273-7602,Lottie Schultheiss,Miharu,Japan,280344875,JP
61-440-3934,Ferguson Wilcocke,Sychëvo,Russia,280892240,RU
15-509-1414,Kelwin Ryle,Pidigan,Philippines,3810-1016,PH
05-507-9751,Griz Tawse,Bangkalan,Indonesia,693025,ID
80-343-1997,Katie Betancourt,Bender,Moldova,649-6582,MD
04-641-1747,Caterina Sweetnam,Babatngon,Philippines,33875,PH
98-778-3557,Karia Sonier,Wuxue Shi,China,649-6582,CN
44-057-4911,Durand Kitt,Aban,Russia,353971,RU
21-735-6636,Veradis Tiddy,Stepnica,Poland,607 01,PL
91-165-1485,Constantina Mottley,Petropavlovskaya,Russia,-122324368.7,RU
94-324-2649,Barnabas Gerrell,Mompach,Luxembourg,-122484416.7,LU
19-662-9886,Hinda Giacopetti,Saint-Avold,France,-122644464.7,FR
79-230-2093,Zolly Heinzel,Kaliska,Poland,993-0288,PL
86-735-3061,Julianna Jostan,Agusan,Philippines,229955778,PH
95-153-0059,Hallie Roddam,Setono,Indonesia,230402742,ID
91-536-3437,Madlin McGrory,Shangcai Zhongxing,China,987-0609,CN
83-279-6709,Tersina Wolfer,Shiraz,Iran,608 01,IR
55-844-1489,Andonis Rawling,Shengrenjian,China,281439605,CN
90-874-3974,Aluin McUre,Gråbo,Sweden,281986970,SE
57-924-8318,Damiano Yurasov,Dampol,Philippines,3810-1017,PH
41-401-4494,Almeta Laird-Craig,Karukh,Afghanistan,693026,AF
45-809-5759,Nickolai Balmer,Huolianpo,China,649-6583,CN
59-553-0874,Isac Crimpe,Évreux,France,33876,FR
63-816-5027,Verene Beatens,Lamas,Portugal,649-6583,PT
74-822-1028,Carol-jean Croston,Sijing,China,353972,CN
72-364-9120,Dareen Soutar,Mukō,Japan,608 01,JP
65-949-4674,Pietra Paute,San Antonio,Peru,-122804512.7,PE
14-623-7622,Evvie Crossby,Ouango,Central African Republic,-122964560.7,CF
72-045-4857,Claybourne Costin,Pigí,Greece,-123124608.7,GR
85-164-1355,Dennie Lilloe,Yueyang,China,993-0289,CN
67-170-9130,Orelle Beadel,Lingquan,China,230849706,CN
88-616-2949,Gregg Yellowlea,Queenstown,South Africa,231296670,ZA
52-456-8474,Pete Morden,Caidian,China,987-0610,CN
51-673-6515,Margarette Hobell,Moville,Ireland,609 01,IE
51-918-5148,Ansell Lethlay,Morrelgonj,Bangladesh,282534335,BD
71-435-6306,Kathy Fairlam,Shilong,China,283081700,CN
22-129-8597,Cleon Moreton,Youcheng,China,3810-1018,CN
70-288-8972,Allyce Berthon,Vitim,Russia,693027,RU
32-854-1763,Garvin Guerrazzi,Baiyun,China,649-6584,CN
01-169-3967,Susette O'Neil,Hamilton,United States,33877,US
86-857-1829,Ignace Cooney,Chapultepec,Mexico,649-6584,MX
84-742-3186,Emera Whitewood,Manta,Ecuador,353973,EC
64-729-1878,Miquela Dutnell,Kamenskiy,Russia,609 01,RU
44-383-3466,Montgomery Spileman,Tselinnoye,Russia,-123284656.7,RU
71-703-5222,Salem Morgen,Zhengcun,China,-123444704.7,CN
18-607-5868,Enid Francescuccio,Moglicë,Albania,-123604752.7,AL
09-799-7986,Evelyn Serrier,Lorient,France,993-0290,FR
98-044-8929,Virginie McGrey,Kuala Lumpur,Malaysia,231743634,MY
13-473-0498,Susie Torrisi,Yazykovo,Russia,232190598,RU
75-903-8085,Georgeanna Boulton,Mayskiy,Russia,987-0611,RU
88-753-2311,Cynthy Stovold,Budapest,Hungary,610 01,HU
29-317-1692,Spenser Wandless,Qinxi,China,283629065,CN
34-874-3361,Ethelind Schnieder,Kinna,Sweden,284176430,SE
65-570-0362,Paco Towersey,Volzhsk,Russia,3810-1019,RU
08-227-7061,Laverna Skeermer,Nankengzi,China,693028,CN
24-717-8311,Granger Aiers,Spytkowice,Poland,649-6585,PL
60-022-9187,Lilian Dislee,Cordeirópolis,Brazil,33878,BR
15-794-0367,Chrotoem Harniman,Petauke,Zambia,649-6585,ZM
89-492-9791,Thorny Westrip,Lidoríki,Greece,353974,GR
94-757-1930,Berny Elcoate,Palpalá,Argentina,610 01,AR
48-588-2099,Kiersten Dalliwater,Saumur,France,-123764800.7,FR
83-012-9386,Ives Armstead,Nobo,Indonesia,-123924848.7,ID
69-118-4914,Hersh Bolgar,Cheongsong gun,South Korea,-124084896.7,KR
74-526-8799,Carlin Brabon,Mocajuba,Brazil,993-0291,BR
45-612-9855,Mignonne Shepland,Sudo,Indonesia,232637562,ID
46-176-6402,Jacky Shapero,Hamilton,Bermuda,233084526,BM
79-477-1193,Roch Panchen,Belo Jardim,Brazil,987-0612,BR
18-234-4252,Stan Clethro,Samashki,Russia,611 01,RU
99-380-1965,Hamlen Mashro,Hexi,China,284723795,CN
50-079-2328,Marena Jacox,Montauban,France,285271160,FR
77-348-8809,Lorna Bogart,Novoderevyankovskaya,Russia,3810-1020,RU
50-340-3351,Mirilla Barff,Chenyangzhai,China,693029,CN
76-937-0622,Steffane Karpol,Vólos,Greece,649-6586,GR
08-294-3158,Weston Dearden,Fenhe,China,33879,CN
83-395-8326,Kimble Wayvill,Sankwia,Gambia,649-6586,GM
39-327-8322,Theadora Huetson,Fengping,China,353975,CN
67-611-0715,Alexandros Brookfield,Tiancheng,China,611 01,CN
26-438-8798,Katrina Aylett,Lyon,France,-124244944.7,FR
36-618-6589,Mateo Wightman,Topol'noye,Russia,-124404992.7,RU
84-440-9751,Ariadne McCrie,Baing,Indonesia,-124565040.7,ID
51-678-5620,Karlene Whetson,Niafunké,Mali,993-0292,ML
75-673-9361,Camille Symmons,Zhangfeng,China,233531490,CN
63-547-7404,Silva Addy,Vyksa,Russia,233978454,RU
57-497-0939,Maddie Raw,Leshukonskoye,Russia,987-0613,RU
64-337-3586,Marcile Meffen,Nanping,China,612 01,CN
37-335-7316,Elliott Avard,Zabrušany,Czech Republic,285818525,CZ
04-810-9943,Cyndi Ruler,Smokvica,Croatia,286365890,HR
04-732-9888,Lauralee Beteriss,Kungsbacka,Sweden,3810-1021,SE
73-312-7210,Beth Crocket,Hita,Japan,693030,JP
71-907-8875,Peggie Biddles,Melaka,Malaysia,649-6587,MY
31-388-0154,Roxana Dicte,Guadalupe,Mexico,33880,MX
61-104-0525,Alyse Pimlett,Rzeczenica,Poland,649-6587,PL
13-617-0573,Jolee Linthead,Pekalongan,Indonesia,353976,ID
80-987-8100,Brit Northfield,Sumberejo,Indonesia,612 01,ID
60-508-6117,Baldwin Colchett,Niono,Mali,-124725088.7,ML
64-943-2705,Araldo Bramhall,Markham,Canada,-124885136.7,CA
76-207-5652,Josiah Thayre,Cantilan,Philippines,-125045184.7,PH
57-651-6974,Alberik Fancy,Magetlegar,Indonesia,993-0293,ID
18-790-4326,Trixy Southwick,Klenčí pod Čerchovem,Czech Republic,234425418,CZ
82-126-8371,Callie Dunning,Jiaotan,China,234872382,CN
09-488-5773,Melloney Schimke,Galán,Colombia,987-0614,CO
07-589-4558,Tammara Burgyn,Wohyń,Poland,613 01,PL
42-806-9893,Seamus Hearl,Kokhanava,Belarus,286913255,BY
63-536-7273,Yorgo Muzzillo,Gunungbatu,Indonesia,287460620,ID
62-857-0603,Tiler Kenrack,Olds,Canada,3810-1022,CA
78-012-8423,Shannon Osban,Dapuchaihe,China,693031,CN
63-919-4250,Forest Cole,Palencia,Guatemala,649-6588,GT
71-615-2472,Fred Tatersale,Lintaca,Bolivia,33881,BO
11-253-6502,Salvidor Francesch,Huangzhawan,China,649-6588,CN
34-259-4548,Sharai MacMenamin,Vel'sk,Russia,353977,RU
39-359-4391,Reuben Iannello,Hallstahammar,Sweden,613 01,SE
81-541-0260,Ginevra Pally,Saint-Denis,Reunion,-125205232.7,RE
09-732-9826,Annice Maxworthy,Pujijie,China,-125365280.7,CN
52-341-6099,Koo Vinick,Ostrzeszów,Poland,-125525328.7,PL
77-254-9655,Hilly Leahey,Yanghu,China,993-0294,CN
69-923-8256,Hilary Pudner,Pangal Sur,Philippines,235319346,PH
20-317-3721,Porty Auston,Yanshang,China,235766310,CN
66-441-5150,Danyelle Butts,Baojiadian,China,987-0615,CN
28-196-8983,Rowan Grover,Palmira,Colombia,614 01,CO
84-776-0112,Mariann Ibbeson,Desa Kertasari,Indonesia,288007985,ID
98-090-3894,Renard Crispin,São Martinho de Árvore,Portugal,288555350,PT
01-864-9695,Tatiania O'Crigane,Semenivka,Ukraine,3810-1023,UA
75-904-5534,Koral Stampfer,Jijiang,China,693032,CN
11-447-6901,Launce Sowerbutts,Tan-Tan,Morocco,649-6589,MA
04-162-3406,Leone Klulisek,Dodoma,Tanzania,33882,TZ
32-426-3513,Maison Shoreson,Guadalupe,Panama,649-6589,PA
67-522-8690,Tricia Bellsham,Mene de Mauroa,Venezuela,353978,VE
16-649-4523,Amye Limbert,Hpa-an,Myanmar,614 01,MM
64-444-2153,Igor Durrand,Hebei,China,-125685376.7,CN
09-563-6732,Everard Trasler,Kut Chap,Thailand,-125845424.7,TH
49-298-2216,Chastity Medlar,Girijaya,Indonesia,-126005472.7,ID
92-486-6132,Morgan Gouldeby,Jequitinhonha,Brazil,993-0295,BR
12-123-6838,Read Trusty,Chumphon,Thailand,236213274,TH
77-493-2198,Flynn Magnay,Jasienica,Poland,236660238,PL
61-286-3086,Kiley Nare,Canutama,Brazil,987-0616,BR
12-472-1799,Elfrieda Umbers,Novyye Gorki,Russia,615 01,RU
64-810-4341,Tera Stockdale,Cholet,France,289102715,FR
26-402-5585,Bree Bleas,Fenkeng,China,289650080,CN
58-027-4960,Cahra Delacoste,Zhouhe,China,3810-1024,CN
45-876-6548,Haskel Bowell,Qiaodong,China,693033,CN
89-460-3944,Julius Scutchin,Buenavista,Philippines,649-6590,PH
15-547-7156,Shanan Mingay,Xingtan,China,33883,CN
77-585-5912,Petronille Southwood,Figueira,Portugal,649-6590,PT
21-667-2874,Paulie Lemerle,Fandriana,Madagascar,353979,MG
01-905-4730,Rhody Dobbin,Danao,Philippines,615 01,PH
98-252-9656,Rene Clements,Cliza,Bolivia,-126165520.7,BO
06-514-5687,Agnes Acey,Sasnovy Bor,Belarus,-126325568.7,BY
63-367-4362,Verena Garman,Kauhan,Indonesia,-126485616.7,ID
32-514-4207,Claire Morland,Santiago de Cuba,Cuba,993-0296,CU
95-643-4919,Othella Flood,Thap Than,Thailand,237107202,TH
22-174-9688,Nertie Igglesden,Elx/Elche,Spain,237554166,ES
13-517-7084,Linus Greer,Alah Sāy,Afghanistan,987-0617,AF
29-300-1910,Des Covet,Nurmijärvi,Finland,616 01,FI
53-132-9646,Jacynth Clubb,Bęczarka,Poland,290197445,PL
82-587-1933,Payton Rissen,Panitan,Philippines,290744810,PH
71-993-6020,Coralie Keenlayside,Mulandoro,Indonesia,3810-1025,ID
98-558-7897,Alli Cunney,Hongtang,China,693034,CN
53-761-3433,Ulberto Alyutin,Piritiba,Brazil,649-6591,BR
57-007-8529,Sinclare Milburne,Vári,Greece,33884,GR
72-650-0634,Devy Hookes,Tanzhou,China,649-6591,CN
84-581-2271,Dominga Mc Kellen,Kochenëvo,Russia,353980,RU
56-917-2112,Kalinda Grestye,Chadian,China,616 01,CN
56-311-7903,Robbin Shottin,Yangyong,China,-126645664.7,CN
30-481-3036,Aldrich Phythien,Lubbock,United States,-126805712.7,US
54-947-0130,Jemmy Whelan,Conde,Brazil,-126965760.7,BR
12-180-4369,Gearard Rowston,Sneek,Netherlands,993-0297,NL
29-590-2171,Kenna Lideard,Claremont,South Africa,238001130,ZA
20-380-7591,Doll Friary,Novouzensk,Russia,238448094,RU
58-762-4502,Gualterio Paget,Dos Quebradas,Colombia,987-0618,CO
88-064-9725,Serena Yerby,Brétigny-sur-Orge,France,617 01,FR
91-647-4130,Nita Vannacci,Shāzand,Iran,291292175,IR
50-213-8609,Henry Reaney,Limoeiro de Anadia,Brazil,291839540,BR
39-738-3678,Rooney Milbourne,Vilnius,Lithuania,3810-1026,LT
98-374-2865,Marketa Olman,Cilimus Kulon,Indonesia,693035,ID
01-560-0809,Klement Brothwell,Mañazo,Peru,649-6592,PE
70-750-9176,Andrej Wolfindale,Tawala,Philippines,33885,PH
82-014-8133,Rudolph Brozek,Paris 18,France,649-6592,FR
87-320-3281,Ryley McKillop,Huai Mek,Thailand,353981,TH
94-479-0084,Riley Curnnok,Saint Helier,Jersey,617 01,JE
24-176-7246,Galina Whaites,Qiaozi,China,-127125808.7,CN
64-206-9106,Rania Gerritsma,Macheke,Zimbabwe,-127285856.7,ZW
69-254-9529,Evangeline Bernet,Gaoping,China,-127445904.7,CN
49-045-3798,Berte Tootin,Samran,Thailand,993-0298,TH
08-816-0158,Cathe Snar,Yangyong,China,238895058,CN
39-392-8970,Terry Iannitti,Outeiro,Portugal,239342022,PT
36-821-2511,Ernestine Merrgen,Batujaran,Indonesia,987-0619,ID
64-494-1301,Debbi Gaule,Le Raincy,France,618 01,FR
07-369-4272,Xymenes Hands,Silvares,Portugal,292386905,PT
49-237-7569,Killy Condie,Fershampenuaz,Russia,292934270,RU
84-872-5897,Elke Dumingos,Pingshan,China,3810-1027,CN
23-245-6549,Dusty Yedall,Wilkes Barre,United States,693036,US
01-889-1994,Marchelle Annes,Rozhniv,Ukraine,649-6593,UA
85-126-7032,Riordan Wormald,Felege Neway,Ethiopia,33886,ET
04-729-3719,Dodi Lenglet,Longhua,China,649-6593,CN
79-553-1254,Calla Lambal,Areguá,Paraguay,353982,PY
40-116-0451,Josephine Archer,Zhuangbian,China,618 01,CN
43-831-6225,Henryetta Kunes,Leiden,Netherlands,-127605952.7,NL
80-827-8013,Gusella Wadeling,Ciampea,Indonesia,-127766000.7,ID
20-741-4330,Ag Gasking,Montbéliard,France,-127926048.7,FR
89-981-5015,Filmer Floyd,Loma Bonita,Mexico,993-0299,MX
03-684-7057,Amandi McConaghy,Skhira,Tunisia,239788986,TN
51-811-2023,Maryellen Gligori,Mechrá Belqsiri,Morocco,240235950,MA
98-463-7157,Sibyl Cuphus,La Jicaral,Nicaragua,987-0620,NI
15-541-9267,Mathew Groucutt,Ete,Nigeria,619 01,NG
60-341-1613,George Woodeson,Cartagena,Spain,293481635,ES
94-189-0780,Pauline Danihelka,Tomingad,Philippines,294029000,PH
25-816-5806,Carleen Gyver,Spandaryan,Armenia,3810-1028,AM
60-243-1925,Jillene Maro,Capalayan,Philippines,693037,PH
99-181-8100,Polly Murton,Bontoc,Philippines,649-6594,PH
57-653-7765,Cecilia Swinbourne,Refojos,Portugal,33887,PT
00-896-7289,Felix Ouver,Opařany,Czech Republic,649-6594,CZ
60-337-9209,Wynnie Feronet,Dongxin,China,353983,CN
89-961-8506,Enriqueta Kirwin,Valtimo,Finland,619 01,FI
79-104-5654,Cathee Briscam,Stuttgart,Germany,-128086096.7,DE
75-667-5377,Lauri Hughill,Banjar Kelodan,Indonesia,-128246144.7,ID
83-007-6408,Meg Reburn,Yongchang,China,-128406192.7,CN
91-757-8892,Roanna Safont,Kansas City,United States,993-0300,US
08-417-0042,Nerty Green,Fenjie,China,240682914,CN
83-660-8060,Natasha Cool,Eindhoven,Netherlands,241129878,NL
97-850-3306,Cyril Copelli,Abang,Indonesia,987-0621,ID
43-225-1028,Stormi Duddin,Queenstown,South Africa,620 01,ZA
84-559-2630,Alberik Rowcastle,Kiambu,Kenya,294576365,KE
03-883-9835,Deck Paulat,Couto,Portugal,295123730,PT
45-619-6096,Richie Brydson,Chesapeake,United States,3810-1029,US
71-766-2433,Audra Hebborn,Luti,Indonesia,693038,ID
95-556-4695,Melita Drinkale,Shijiao,China,649-6595,CN
46-633-0361,Joycelin Loghan,Duqu,China,33888,CN
92-904-9582,Elisabetta Dubery,Beira,Mozambique,649-6595,MZ
67-841-9713,Del Hughman,Zhongbao,China,353984,CN
68-296-9308,Darla Kubacek,Tibakisa,Indonesia,620 01,ID
27-342-8219,Karel Welband,Nová Role,Czech Republic,-128566240.7,CZ
12-982-1679,Ondrea Keyser,Liješnica,Bosnia and Herzegovina,-128726288.7,BA
16-392-8441,Liam Downing,Bunawan,Philippines,-128886336.7,PH
01-608-1032,Ezequiel Benion,Trinity Ville,Jamaica,993-0301,JM
28-838-2563,Willa Wethered,Hang Dong,Thailand,241576842,TH
91-276-1722,Devland Pagett,Dubrovka,Russia,242023806,RU
92-898-9409,Beryl Coo,Santa María de Ipire,Venezuela,987-0622,VE
28-808-0517,Nels Ordish,Sapouy,Burkina Faso,621 01,BF
82-932-8304,Curry Able,Singkir,Indonesia,295671095,ID
16-112-3047,Lind Haggath,Comallo,Argentina,296218460,AR
48-297-2055,Red Nordass,Kalepasan,Indonesia,3810-1030,ID
62-452-0994,Hamnet Coultas,Katori-shi,Japan,693039,JP
23-605-5942,Kelsy Schroder,Gersikputih Tengah,Indonesia,649-6596,ID
04-962-5217,Adelheid Casolla,Sarae,Indonesia,33889,ID
16-138-8056,Jesse Martelet,Shilovo,Russia,649-6596,RU
27-913-7247,Cornela LaBastida,Longsheng,China,353985,CN
48-898-3804,Ximenez Meredith,Yélimané,Mali,621 01,ML
39-552-7180,Sherm Probat,Krasnopillya,Ukraine,-129046384.7,UA
21-644-8108,Hulda Nayshe,Krajan Kedungsalam,Indonesia,-129206432.7,ID
39-791-8742,Thorin Jolliman,Shuangfeng,China,-129366480.7,CN
47-423-8685,Alfreda Chasmer,Fort Smith,United States,993-0302,US
82-214-2697,Francis Runciman,Longtang,China,242470770,CN
98-132-2808,Nels Hargreaves,Houk,Micronesia,242917734,FM
33-208-6770,Stephanie Uman,Hiratachō,Japan,987-0623,JP
25-056-4351,Leonie Battin,Pionerskiy,Russia,622 01,RU
86-592-7704,Leslie Noden,Carbajales,Honduras,296765825,HN
82-505-1173,Grenville Penburton,Zhaoyuan,China,297313190,CN
13-051-6609,Celle Oller,Vårgårda,Sweden,3810-1031,SE
14-150-3681,Ibrahim Jurries,Vilar,Portugal,693040,PT
77-254-6430,Renato Paulin,Grand Junction,United States,649-6597,US
19-203-6248,Janeva Silman,Birmingham,United States,33890,US
50-471-6999,Pablo Dracksford,Rio Claro,Trinidad and Tobago,649-6597,TT
74-924-9475,Erinn Vannar,Villeneuve-lès-Avignon,France,353986,FR
08-784-0123,Amandie Rohmer,Aloja,Latvia,622 01,LV
66-811-8791,Gordan Hitscher,Basiong,Indonesia,-129526528.7,ID
37-292-6370,Emelda Furbank,Inyati,Zimbabwe,-129686576.7,ZW
55-446-0184,Marsh Fransoni,Krasnaya Poyma,Russia,-129846624.7,RU
34-938-2645,Law Leinweber,Wonorejo,Indonesia,993-0303,ID
29-402-3395,Kaleena Philips,Pandaan,Indonesia,243364698,ID
63-009-8189,Eyde Ellerton,Porto Formoso,Portugal,243811662,PT
71-643-1944,Hermione Tire,Amparo,Brazil,987-0624,BR
24-648-1490,Itch Merle,Ja Ela,Sri Lanka,623 01,LK
91-488-9581,Henrie Ledward,Arias,Argentina,297860555,AR
07-280-9648,Anna-diane Kopps,Libertador General San Martín,Argentina,298407920,AR
11-549-7666,Jessalin Dimitriades,Sampir,Indonesia,3810-1032,ID
38-163-2437,Burke Jupp,Kupavna,Russia,693041,RU
22-928-0299,Farrel Teare,Gosë e Madhe,Albania,649-6598,AL
03-512-0082,Saul Parsonage,Gudang,Indonesia,33891,ID
00-352-9063,Sharon Lazare,Ayacucho,Peru,649-6598,PE
14-064-2226,Ainslee Feighney,Itapissuma,Brazil,353987,BR
48-890-3098,Jessey Doddrell,Log pri Brezovici,Slovenia,623 01,SI
07-161-0216,Marsiella Duprey,ÅŒbu,Japan,-130006672.7,JP
81-464-9164,Gianni Aistrop,San Francisco,Colombia,-130166720.7,CO
32-091-9218,Neely Frankcomb,Xiaogang,China,-130326768.7,CN
33-285-9278,Lucretia Whyborn,Pilluana,Peru,993-0304,PE
50-753-5196,Alister Stronack,Kudang,Indonesia,244258626,ID
37-149-1807,Nancy Rollinshaw,Smoky Lake,Canada,244705590,CA
74-548-0202,Eimile Matz,Malunda,Indonesia,987-0625,ID
81-015-5506,Valerye Phorsby,Cipari Satu,Indonesia,624 01,ID
76-847-6826,Gothart Domesday,Sokhumi,Georgia,298955285,GE
46-324-1886,Ram Sinclaire,Priozërsk,Russia,299502650,RU
87-886-6643,Henrie Karolovsky,Karpogory,Russia,3810-1033,RU
29-913-3446,Paxon Jeffcoat,Strunino,Russia,693042,RU
02-156-3419,Reg Lepper,Koua,Comoros,649-6599,KM
71-908-5082,Wenona MacGinlay,Chicago,United States,33892,US
65-760-7724,Niles MacMenamy,Zhongshanmen,China,649-6599,CN
58-196-6560,Cele Dunster,Tomakivka,Ukraine,353988,UA
22-501-0325,Jenn Josephoff,Garmeh,Iran,624 01,IR
22-414-3931,Tyson Gahagan,Kota Bharu,Malaysia,-130486816.7,MY
30-959-5571,Felice Fiddler,Novyy Starodub,Ukraine,-130646864.7,UA
79-080-9855,Charline Warriner,Skara,Sweden,-130806912.7,SE
15-086-9086,Hanni Dunbleton,Dalubian,China,993-0305,CN
34-839-6626,Terrye Littlechild,Gangbian,China,245152554,CN
11-402-7555,Anjela Shobrook,Berbera,Somalia,245599518,SO
10-196-1743,Steven Cornbell,Székesfehérvár,Hungary,987-0626,HU
07-187-1437,Julie Brandes,Å irvintos,Lithuania,625 01,LT
33-882-5916,Boot Terbeck,Przyborów,Poland,300050015,PL
75-071-4546,Henryetta Kempster,Criuleni,Moldova,300597380,MD
34-099-5874,Mei Scrogges,Kolyvan',Russia,3810-1034,RU
41-356-7756,Florinda Cellier,Bukowiec,Poland,693043,PL
15-038-3835,Gay Skechley,Mafang,China,649-6600,CN
59-386-1239,Beret Behneke,Ginowan,Japan,33893,JP
28-875-7993,Adria Koubu,Lac du Bonnet,Canada,649-6600,CA
13-040-2063,Karissa Sancraft,Pompano Beach,United States,353989,US
46-402-7692,Julietta Legerwood,Ranot,Thailand,625 01,TH
64-665-8707,Bentley Gwyneth,Zaoshi,China,-130966960.7,CN
34-728-6780,Janeva Buist,Alençon,France,-131127008.7,FR
14-396-6788,Giselle Abrahart,Szamotuły,Poland,-131287056.7,PL
58-991-4580,Inez Flade,Moinhos,Portugal,993-0306,PT
02-681-4911,Nicole Linnit,Huangzhou,China,246046482,CN
75-669-7534,Michaela Babcock,Korsakovo,Russia,246493446,RU
28-783-9841,Jacquetta Plampin,Donggou,China,987-0627,CN
49-464-9139,Ynez Hows,Florianópolis,Brazil,626 01,BR
86-404-0358,Elvina McGlynn,Miaotang,China,301144745,CN
48-766-8760,Myra Zaczek,Vera,Argentina,301692110,AR
05-480-9942,Sabina Corneille,Loa Janan,Indonesia,3810-1035,ID
95-306-3083,Leanna Dur,Nossa Senhora do Socorro,Brazil,693044,BR
61-676-0339,Barnabas Casson,Litein,Kenya,649-6601,KE
09-974-0828,Cornall Pimlock,Grzechynia,Poland,33894,PL
47-010-9846,Harlie Jindracek,Dedza,Malawi,649-6601,MW
63-400-1629,Leonora Tullett,Homa Bay,Kenya,353990,KE
78-969-3391,Vale Norwood,Atlanta,United States,626 01,US
71-011-7586,Kimberli Eisenberg,Laramate,Peru,-131447104.7,PE
81-476-1236,Lisle Scamadin,Vysoké nad Jizerou,Czech Republic,-131607152.7,CZ
91-908-8699,Graham Rumford,Verkhniy Dashkesan,Azerbaijan,-131767200.7,AZ
07-014-5107,Fredelia Snedden,Oenam,Indonesia,993-0307,ID
24-388-6822,Anatole Desforges,Wassa-Akropong,Ghana,246940410,GH
18-648-5116,Gawain Willmont,Saskylakh,Russia,247387374,RU
90-423-2784,Brittni Nielson,Garagoa,Colombia,987-0628,CO
57-843-3690,Paddie Tellenbrok,Novozybkov,Russia,627 01,RU
18-423-4240,Monique Fry,Nowlamary,Bangladesh,302239475,BD
45-272-9855,Ogdon Petr,Mirabel,Canada,302786840,CA
11-687-7365,Lance Cheatle,Newport Beach,United States,3810-1036,US
51-291-3742,Devonne Yanuk,Yangying,China,693045,CN
53-853-8502,Vaughan Gorch,Chiantla,Guatemala,649-6602,GT
45-685-2873,Terencio Loche,Keruguya,Kenya,33895,KE
52-993-1145,Winnah Laye,Cibaregbeg,Indonesia,649-6602,ID
36-740-6346,Lawrence O'Cahey,Fojo,Portugal,353991,PT
91-003-5808,Goldie O'Sherrin,Bouças,Portugal,627 01,PT
19-291-5558,Kristoffer Pales,Rennes,France,-131927248.7,FR
57-799-5797,Sol Hynam,Vännäs,Sweden,-132087296.7,SE
56-376-6225,Kristian Beeken,Piñas,Ecuador,-132247344.7,EC
95-505-4189,Caterina Rosenzwig,Sumberejo,Indonesia,993-0308,ID
07-597-7903,Carroll Tear,Napoli,Italy,247834338,IT
62-551-8160,Jonell Aiton,Karaundi,Pakistan,248281302,PK
38-029-8372,Sherye Christmas,Buffalo,United States,987-0629,US
97-361-6034,Natka Featenby,Khatanga,Russia,628 01,RU
78-757-0953,Biddy Spadoni,Ebak,Indonesia,303334205,ID
14-188-9770,Brynn Roset,Trujillo,Honduras,303881570,HN
37-428-9401,Marcelia Kerswell,Condado,Cuba,3810-1037,CU
73-471-6783,Tove Jaquest,Samamiya,Nigeria,693046,NG
03-040-0318,Lorne Boldry,Decatur,United States,649-6603,US
11-586-9495,Debbie Noteyoung,Nahrīn,Afghanistan,33896,AF
69-530-7688,Devonne Whal,Balboa,Colombia,649-6603,CO
79-339-7626,Zena Todari,Telgawah,Indonesia,353992,ID
39-702-3793,Kathleen Mac Giolla Pheadair,Sucre,Ecuador,628 01,EC
88-988-5357,Korney Buffery,Methóni,Greece,-132407392.7,GR
92-702-5870,Desiri Issac,Tinampo,Philippines,-132567440.7,PH
